createTimeISO,uniqueId,text,clean_text,lower_text,normalized_text,stopwords_text,tokenized_text,stemmed_text,label,polarity_score,polarity
"Thursday, 13 February 2025",amryoneto,pindah ke brunai banyak tunjangannya 🥰menyejahterakan rakyatnya,pindah ke brunai banyak tunjangannya menyejahterakan rakyatnya,pindah ke brunai banyak tunjangannya menyejahterakan rakyatnya,pindah ke brunai banyak tunjangannya menyejahterakan rakyatnya,pindah brunai banyak tunjangannya menyejahterakan rakyatnya,"['pindah', 'brunai', 'banyak', 'tunjangannya', 'menyejahterakan', 'rakyatnya']","['pindah', 'brunai', 'banyak', 'tunjang', 'sejahtera', 'rakyat']","['pindah', 'brunai', 'banyak', 'tunjang', 'sejahtera', 'rakyat']",1,1
"Friday, 14 February 2025",big.black.clock0,"termasuk saya, sedang on process pindah negara juga",termasuk saya sedang on process pindah negara juga,termasuk saya sedang on process pindah negara juga,termasuk saya sedang on process pindah negara juga,termasuk saya sedang on process pindah negara juga,"['termasuk', 'saya', 'sedang', 'on', 'process', 'pindah', 'negara', 'juga']","['masuk', 'saya', 'sedang', 'on', 'process', 'pindah', 'negara', 'juga']","['masuk', 'saya', 'sedang', 'on', 'process', 'pindah', 'negara', 'juga']",-8,0
"Monday, 17 February 2025",eizoel1,"5 tahun di New Zealand,,,tak pernah tau tntg Indonesia",5 tahun di New Zealandtak pernah tau tntg Indonesia,5 tahun di new zealandtak pernah tau tntg indonesia,5 tahun di new zealandtak pernah tau tntg indonesia,5 tahun new zealandtak pernah tau tntg indonesia,"['5', 'tahun', 'new', 'zealandtak', 'pernah', 'tau', 'tntg', 'indonesia']","['5', 'tahun', 'new', 'zealandtak', 'pernah', 'tau', 'tntg', 'indonesia']","['5', 'tahun', 'new', 'zealandtak', 'pernah', 'tau', 'tntg', 'indonesia']",-4,0
"Thursday, 13 February 2025",rudjvanbreakwaterboy,"gpp silahkan pindah
warga belanda jg banyak yg mau ke indonesia....😁😁😁",gpp silahkan pindah warga belanda jg banyak yg mau ke indonesia,gpp silahkan pindah warga belanda jg banyak yg mau ke indonesia,gpp silahkan pindah warga belanda juga banyak yang mau ke indonesia,gpp silahkan pindah warga belanda juga banyak mau indonesia,"['gpp', 'silahkan', 'pindah', 'warga', 'belanda', 'juga', 'banyak', 'mau', 'indonesia']","['gpp', 'silah', 'pindah', 'warga', 'belanda', 'juga', 'banyak', 'mau', 'indonesia']","['gpp', 'silah', 'pindah', 'warga', 'belanda', 'juga', 'banyak', 'mau', 'indonesia']",5,1
"Thursday, 13 February 2025",sitihabibah2815,Saya dah puluhan th dijp ngga pindah WNJ dan saya buka persh kecil bisa bawa keponakan keluarga kl mau kerja bisa mitra kerja dg orb indo mmg dijp ngg ada suap peraturan berjln bagus hukum juga,Saya dah puluhan th dijp ngga pindah WNJ dan saya buka persh kecil bisa bawa keponakan keluarga kl mau kerja bisa mitra kerja dg orb indo mmg dijp ngg ada suap peraturan berjln bagus hukum juga,saya dah puluhan th dijp ngga pindah wnj dan saya buka persh kecil bisa bawa keponakan keluarga kl mau kerja bisa mitra kerja dg orb indo mmg dijp ngg ada suap peraturan berjln bagus hukum juga,saya dah puluhan th dijp ngga pindah wnj dan saya buka persh kecil bisa bawa keponakan keluarga kalau mau kerja bisa mitra kerja dengan orb indo mmg dijp ngg ada suap peraturan berjln bagus hukum juga,saya dah puluhan th dijp ngga pindah wnj saya buka persh kecil bisa bawa keponakan keluarga kalau mau kerja bisa mitra kerja orb indo mmg dijp ngg ada suap peraturan berjln bagus hukum juga,"['saya', 'dah', 'puluhan', 'th', 'dijp', 'ngga', 'pindah', 'wnj', 'saya', 'buka', 'persh', 'kecil', 'bisa', 'bawa', 'keponakan', 'keluarga', 'kalau', 'mau', 'kerja', 'bisa', 'mitra', 'kerja', 'orb', 'indo', 'mmg', 'dijp', 'ngg', 'ada', 'suap', 'peraturan', 'berjln', 'bagus', 'hukum', 'juga']","['saya', 'dah', 'puluh', 'th', 'dijp', 'ngga', 'pindah', 'wnj', 'saya', 'buka', 'persh', 'kecil', 'bisa', 'bawa', 'keponakan', 'keluarga', 'kalau', 'mau', 'kerja', 'bisa', 'mitra', 'kerja', 'orb', 'indo', 'mmg', 'dijp', 'ngg', 'ada', 'suap', 'atur', 'berjln', 'bagus', 'hukum', 'juga']","['saya', 'dah', 'puluh', 'th', 'dijp', 'ngga', 'pindah', 'wnj', 'saya', 'buka', 'persh', 'kecil', 'bisa', 'bawa', 'keponakan', 'keluarga', 'kalau', 'mau', 'kerja', 'bisa', 'mitra', 'kerja', 'orb', 'indo', 'mmg', 'dijp', 'ngg', 'ada', 'suap', 'atur', 'berjln', 'bagus', 'hukum', 'juga']",-18,0
"Thursday, 13 February 2025",papaqins17,info untuk bisa pindah bro serius kalo ada tolong infokan saya ya trims,info untuk bisa pindah bro serius kalo ada tolong infokan saya ya trims,info untuk bisa pindah bro serius kalo ada tolong infokan saya ya trims,info untuk bisa pindah bro serius kalo ada tolong infokan saya ya trims,info bisa pindah bro serius kalo ada tolong infokan saya trims,"['info', 'bisa', 'pindah', 'bro', 'serius', 'kalo', 'ada', 'tolong', 'infokan', 'saya', 'trims']","['info', 'bisa', 'pindah', 'bro', 'serius', 'kalo', 'ada', 'tolong', 'info', 'saya', 'trims']","['info', 'bisa', 'pindah', 'bro', 'serius', 'kalo', 'ada', 'tolong', 'info', 'saya', 'trims']",-10,0
"Thursday, 13 February 2025",kei_morza,bayangin yg tinggal cm tersisa pemerintahan 🗿,bayangin yg tinggal cm tersisa pemerintahan,bayangin yg tinggal cm tersisa pemerintahan,bayangin yang tinggal cm tersisa pemerintahan,bayangin tinggal cm tersisa pemerintahan,"['bayangin', 'tinggal', 'cm', 'tersisa', 'pemerintahan']","['bayangin', 'tinggal', 'cm', 'sisa', 'perintah']","['bayangin', 'tinggal', 'cm', 'sisa', 'perintah']",-6,0
"Friday, 14 February 2025",keinozetha,baguslah gak nyempit nyempit in negara,baguslah gak nyempit nyempit in negara,baguslah gak nyempit nyempit in negara,baguslah tidak nyempit nyempit in negara,baguslah tidak nyempit nyempit in negara,"['baguslah', 'tidak', 'nyempit', 'nyempit', 'in', 'negara']","['bagus', 'tidak', 'nyempit', 'nyempit', 'in', 'negara']","['bagus', 'tidak', 'nyempit', 'nyempit', 'in', 'negara']",-7,0
"Thursday, 13 February 2025",anaklibra_0910,"indonesia harus benar2 bersih plis..
anak muda skrg gada yg betah klo keadaan negara yg seperti ini 🥺",indonesia harus benar2 bersih plis anak muda skrg gada yg betah klo keadaan negara yg seperti ini,indonesia harus benar2 bersih plis anak muda skrg gada yg betah klo keadaan negara yg seperti ini,indonesia harus benar2 bersih plis anak muda sekarang gada yang betah kalau keadaan negara yang seperti ini,indonesia harus benar2 bersih plis anak muda sekarang gada betah kalau keadaan negara seperti ini,"['indonesia', 'harus', 'benar2', 'bersih', 'plis', 'anak', 'muda', 'sekarang', 'gada', 'betah', 'kalau', 'keadaan', 'negara', 'seperti', 'ini']","['indonesia', 'harus', 'benar2', 'bersih', 'plis', 'anak', 'muda', 'sekarang', 'gada', 'betah', 'kalau', 'ada', 'negara', 'seperti', 'ini']","['indonesia', 'harus', 'benar2', 'bersih', 'plis', 'anak', 'muda', 'sekarang', 'gada', 'betah', 'kalau', 'ada', 'negara', 'seperti', 'ini']",-11,0
"Saturday, 15 February 2025",lpdst211,Ayo ramai ramai kita pindah 🔥🔥,Ayo ramai ramai kita pindah,ayo ramai ramai kita pindah,ayo ramai ramai kita pindah,ayo ramai ramai kita pindah,"['ayo', 'ramai', 'ramai', 'kita', 'pindah']","['ayo', 'ramai', 'ramai', 'kita', 'pindah']","['ayo', 'ramai', 'ramai', 'kita', 'pindah']",-2,0
"Wednesday, 12 February 2025",derisempurna,gua mau ikut gimana caranya?,gua mau ikut gimana caranya,gua mau ikut gimana caranya,gua mau ikut gimana caranya,gua mau ikut gimana caranya,"['gua', 'mau', 'ikut', 'gimana', 'caranya']","['gua', 'mau', 'ikut', 'gimana', 'cara']","['gua', 'mau', 'ikut', 'gimana', 'cara']",-2,0
"Monday, 17 February 2025",salero1791,di Indonesia bnyak syarat2 masuk kerja. di persulit. di luar negeri gk serumit Indonesia. teman gua kerja di Jepang. malah stay disana dia. sama istri nya.,di Indonesia bnyak syarat2 masuk kerja di persulit di luar negeri gk serumit Indonesia teman gua kerja di Jepang malah stay disana dia sama istri nya,di indonesia bnyak syarat2 masuk kerja di persulit di luar negeri gk serumit indonesia teman gua kerja di jepang malah stay disana dia sama istri nya,di indonesia bnyak syarat2 masuk kerja di persulit di luar negeri tidak serumit indonesia teman gua kerja di jepang malah stay disana dia sama istri nya,indonesia bnyak syarat2 masuk kerja persulit luar negeri tidak serumit indonesia teman gua kerja jepang malah stay disana dia sama istri,"['indonesia', 'bnyak', 'syarat2', 'masuk', 'kerja', 'persulit', 'luar', 'negeri', 'tidak', 'serumit', 'indonesia', 'teman', 'gua', 'kerja', 'jepang', 'malah', 'stay', 'disana', 'dia', 'sama', 'istri']","['indonesia', 'bnyak', 'syarat2', 'masuk', 'kerja', 'sulit', 'luar', 'negeri', 'tidak', 'rumit', 'indonesia', 'teman', 'gua', 'kerja', 'jepang', 'malah', 'stay', 'sana', 'dia', 'sama', 'istri']","['indonesia', 'bnyak', 'syarat2', 'masuk', 'kerja', 'sulit', 'luar', 'negeri', 'tidak', 'rumit', 'indonesia', 'teman', 'gua', 'kerja', 'jepang', 'malah', 'stay', 'sana', 'dia', 'sama', 'istri']",-12,0
"Friday, 14 February 2025",coenhhh,negara besar (kopursi nya doang besar),negara besar kopursi nya doang besar,negara besar kopursi nya doang besar,negara besar kopursi nya doang besar,negara besar kopursi doang besar,"['negara', 'besar', 'kopursi', 'doang', 'besar']","['negara', 'besar', 'kopursi', 'doang', 'besar']","['negara', 'besar', 'kopursi', 'doang', 'besar']",4,1
"Wednesday, 12 February 2025",maulana_maz,makin frustasi soalnya tinggal di negri sendiri 🗿,makin frustasi soalnya tinggal di negri sendiri,makin frustasi soalnya tinggal di negri sendiri,makin frustasi soalnya tinggal di negri sendiri,makin frustasi soalnya tinggal negri sendiri,"['makin', 'frustasi', 'soalnya', 'tinggal', 'negri', 'sendiri']","['makin', 'frustasi', 'soal', 'tinggal', 'negri', 'sendiri']","['makin', 'frustasi', 'soal', 'tinggal', 'negri', 'sendiri']",-7,0
"Friday, 14 February 2025",ehqisjn,"kita tau sendiri lah, kita aja mo kerja di negri sendiri harus wajib lulusan S1/2/3, kaga kerja di PT, kaga kerja di perusahaan, harus ada orang dalem kaga punya orang dalem ya kaga kerja🗿",kita tau sendiri lah kita aja mo kerja di negri sendiri harus wajib lulusan S123 kaga kerja di PT kaga kerja di perusahaan harus ada orang dalem kaga punya orang dalem ya kaga kerja,kita tau sendiri lah kita aja mo kerja di negri sendiri harus wajib lulusan s123 kaga kerja di pt kaga kerja di perusahaan harus ada orang dalem kaga punya orang dalem ya kaga kerja,kita tau sendiri lah kita saja mo kerja di negri sendiri harus wajib lulusan s123 kaga kerja di pt kaga kerja di perusahaan harus ada orang dalem kaga punya orang dalem ya kaga kerja,kita tau sendiri lah kita saja mo kerja negri sendiri harus wajib lulusan s123 kaga kerja pt kaga kerja perusahaan harus ada orang dalem kaga punya orang dalem kaga kerja,"['kita', 'tau', 'sendiri', 'lah', 'kita', 'saja', 'mo', 'kerja', 'negri', 'sendiri', 'harus', 'wajib', 'lulusan', 's123', 'kaga', 'kerja', 'pt', 'kaga', 'kerja', 'perusahaan', 'harus', 'ada', 'orang', 'dalem', 'kaga', 'punya', 'orang', 'dalem', 'kaga', 'kerja']","['kita', 'tau', 'sendiri', 'lah', 'kita', 'saja', 'mo', 'kerja', 'negri', 'sendiri', 'harus', 'wajib', 'lulus', 's123', 'kaga', 'kerja', 'pt', 'kaga', 'kerja', 'usaha', 'harus', 'ada', 'orang', 'dalem', 'kaga', 'punya', 'orang', 'dalem', 'kaga', 'kerja']","['kita', 'tau', 'sendiri', 'lah', 'kita', 'saja', 'mo', 'kerja', 'negri', 'sendiri', 'harus', 'wajib', 'lulus', 's123', 'kaga', 'kerja', 'pt', 'kaga', 'kerja', 'usaha', 'harus', 'ada', 'orang', 'dalem', 'kaga', 'punya', 'orang', 'dalem', 'kaga', 'kerja']",-15,0
"Thursday, 13 February 2025",achyani3,"Pemerintah tidak menjamin WNI kalau dia cerdas ahli bisa buat pesawat,mubil dll.",Pemerintah tidak menjamin WNI kalau dia cerdas ahli bisa buat pesawatmubil dll,pemerintah tidak menjamin wni kalau dia cerdas ahli bisa buat pesawatmubil dll,pemerintah tidak menjamin wni kalau dia cerdas ahli bisa buat pesawatmubil dll,pemerintah tidak menjamin wni kalau dia cerdas ahli bisa buat pesawatmubil dll,"['pemerintah', 'tidak', 'menjamin', 'wni', 'kalau', 'dia', 'cerdas', 'ahli', 'bisa', 'buat', 'pesawatmubil', 'dll']","['perintah', 'tidak', 'jamin', 'wni', 'kalau', 'dia', 'cerdas', 'ahli', 'bisa', 'buat', 'pesawatmubil', 'dll']","['perintah', 'tidak', 'jamin', 'wni', 'kalau', 'dia', 'cerdas', 'ahli', 'bisa', 'buat', 'pesawatmubil', 'dll']",-13,0
"Thursday, 13 February 2025",user3396345649065,syaratnya apa ya mau pindah negara lain....dah capek di indonesia kerja cm habis buat makan ketambahan pajak yg gak jelas....,syaratnya apa ya mau pindah negara laindah capek di indonesia kerja cm habis buat makan ketambahan pajak yg gak jelas,syaratnya apa ya mau pindah negara laindah capek di indonesia kerja cm habis buat makan ketambahan pajak yg gak jelas,syaratnya apa ya mau pindah negara laindah capek di indonesia kerja cm habis buat makan ketambahan pajak yang tidak jelas,syaratnya apa mau pindah negara laindah capek indonesia kerja cm habis buat makan ketambahan pajak tidak jelas,"['syaratnya', 'apa', 'mau', 'pindah', 'negara', 'laindah', 'capek', 'indonesia', 'kerja', 'cm', 'habis', 'buat', 'makan', 'ketambahan', 'pajak', 'tidak', 'jelas']","['syarat', 'apa', 'mau', 'pindah', 'negara', 'laindah', 'capek', 'indonesia', 'kerja', 'cm', 'habis', 'buat', 'makan', 'tambah', 'pajak', 'tidak', 'jelas']","['syarat', 'apa', 'mau', 'pindah', 'negara', 'laindah', 'capek', 'indonesia', 'kerja', 'cm', 'habis', 'buat', 'makan', 'tambah', 'pajak', 'tidak', 'jelas']",-5,0
"Thursday, 13 February 2025",praja_1982,"semuanya bebas memilih mana yg lebih baik, mau di negara sendiri atau negara lain bagiku ckplah aku dinegara ku sendiri tdk kaya sprti pejabat "" tdk mslh yg penting cukup sdh Alhamdulillah.",semuanya bebas memilih mana yg lebih baik mau di negara sendiri atau negara lain bagiku ckplah aku dinegara ku sendiri tdk kaya sprti pejabat tdk mslh yg penting cukup sdh Alhamdulillah,semuanya bebas memilih mana yg lebih baik mau di negara sendiri atau negara lain bagiku ckplah aku dinegara ku sendiri tdk kaya sprti pejabat tdk mslh yg penting cukup sdh alhamdulillah,semuanya bebas memilih mana yang lebih baik mau di negara sendiri atau negara lain bagiku ckplah aku dinegara ku sendiri tidak kaya sprti pejabat tidak mslh yang penting cukup sudah alhamdulillah,semuanya bebas memilih mana lebih baik mau negara sendiri negara lain bagiku ckplah aku dinegara ku sendiri tidak kaya sprti pejabat tidak mslh penting cukup sudah alhamdulillah,"['semuanya', 'bebas', 'memilih', 'mana', 'lebih', 'baik', 'mau', 'negara', 'sendiri', 'negara', 'lain', 'bagiku', 'ckplah', 'aku', 'dinegara', 'ku', 'sendiri', 'tidak', 'kaya', 'sprti', 'pejabat', 'tidak', 'mslh', 'penting', 'cukup', 'sudah', 'alhamdulillah']","['semua', 'bebas', 'pilih', 'mana', 'lebih', 'baik', 'mau', 'negara', 'sendiri', 'negara', 'lain', 'bagi', 'ckplah', 'aku', 'negara', 'ku', 'sendiri', 'tidak', 'kaya', 'sprti', 'jabat', 'tidak', 'mslh', 'penting', 'cukup', 'sudah', 'alhamdulillah']","['semua', 'bebas', 'pilih', 'mana', 'lebih', 'baik', 'mau', 'negara', 'sendiri', 'negara', 'lain', 'bagi', 'ckplah', 'aku', 'negara', 'ku', 'sendiri', 'tidak', 'kaya', 'sprti', 'jabat', 'tidak', 'mslh', 'penting', 'cukup', 'sudah', 'alhamdulillah']",-26,0
"Thursday, 13 February 2025",sitiproperty1,satu LG bang karena negara hukum tapi yg di hukum khusus yang ga punya uang aja,satu LG bang karena negara hukum tapi yg di hukum khusus yang ga punya uang aja,satu lg bang karena negara hukum tapi yg di hukum khusus yang ga punya uang aja,satu lagi bang karena negara hukum tapi yang di hukum khusus yang tidak punya uang saja,satu lagi bang karena negara hukum tapi hukum khusus tidak punya uang saja,"['satu', 'lagi', 'bang', 'karena', 'negara', 'hukum', 'tapi', 'hukum', 'khusus', 'tidak', 'punya', 'uang', 'saja']","['satu', 'lagi', 'bang', 'karena', 'negara', 'hukum', 'tapi', 'hukum', 'khusus', 'tidak', 'punya', 'uang', 'saja']","['satu', 'lagi', 'bang', 'karena', 'negara', 'hukum', 'tapi', 'hukum', 'khusus', 'tidak', 'punya', 'uang', 'saja']",-9,0
"Friday, 14 February 2025",andiyudi997,saya sgt dukung mereka...agar dpt kehidupan lebih layak dlm cari pekerjaan....,saya sgt dukung merekaagar dpt kehidupan lebih layak dlm cari pekerjaan,saya sgt dukung merekaagar dpt kehidupan lebih layak dlm cari pekerjaan,saya sgt dukung merekaagar dpt kehidupan lebih layak dalam cari pekerjaan,saya sgt dukung merekaagar dpt kehidupan lebih layak dalam cari pekerjaan,"['saya', 'sgt', 'dukung', 'merekaagar', 'dpt', 'kehidupan', 'lebih', 'layak', 'dalam', 'cari', 'pekerjaan']","['saya', 'sgt', 'dukung', 'merekaagar', 'dpt', 'hidup', 'lebih', 'layak', 'dalam', 'cari', 'kerja']","['saya', 'sgt', 'dukung', 'merekaagar', 'dpt', 'hidup', 'lebih', 'layak', 'dalam', 'cari', 'kerja']",0,1
"Thursday, 13 February 2025",jamal.udin79,mencari kehidupan layak itu wajar...,mencari kehidupan layak itu wajar,mencari kehidupan layak itu wajar,mencari kehidupan layak itu wajar,mencari kehidupan layak itu wajar,"['mencari', 'kehidupan', 'layak', 'itu', 'wajar']","['cari', 'hidup', 'layak', 'itu', 'wajar']","['cari', 'hidup', 'layak', 'itu', 'wajar']",-11,0
"Wednesday, 12 February 2025",arifmoen,jika ada kesempatan saya juga pengin pindah susah hidup di sinii,jika ada kesempatan saya juga pengin pindah susah hidup di sinii,jika ada kesempatan saya juga pengin pindah susah hidup di sinii,jika ada kesempatan saya juga pengin pindah susah hidup di sinii,jika ada kesempatan saya juga pengin pindah susah hidup sinii,"['jika', 'ada', 'kesempatan', 'saya', 'juga', 'pengin', 'pindah', 'susah', 'hidup', 'sinii']","['jika', 'ada', 'sempat', 'saya', 'juga', 'pengin', 'pindah', 'susah', 'hidup', 'sini']","['jika', 'ada', 'sempat', 'saya', 'juga', 'pengin', 'pindah', 'susah', 'hidup', 'sini']",-9,0
"Thursday, 13 February 2025",sukma5831,di ajak perubahan yang di pilih keberlanjutan 😒,di ajak perubahan yang di pilih keberlanjutan,di ajak perubahan yang di pilih keberlanjutan,di ajak perubahan yang di pilih keberlanjutan,ajak perubahan pilih keberlanjutan,"['ajak', 'perubahan', 'pilih', 'keberlanjutan']","['ajak', 'ubah', 'pilih', 'lanjut']","['ajak', 'ubah', 'pilih', 'lanjut']",-4,0
"Thursday, 13 February 2025",bangfa27,mari belajar bahasa asing bangun relasi LN #kaburajadulu,mari belajar bahasa asing bangun relasi LN,mari belajar bahasa asing bangun relasi ln,mari belajar bahasa asing bangun relasi ln,mari belajar bahasa asing bangun relasi ln,"['mari', 'belajar', 'bahasa', 'asing', 'bangun', 'relasi', 'ln']","['mari', 'ajar', 'bahasa', 'asing', 'bangun', 'relasi', 'ln']","['mari', 'ajar', 'bahasa', 'asing', 'bangun', 'relasi', 'ln']",-4,0
"Thursday, 13 February 2025",unknown_x0123,sejujurnya seblm ad trend ini emang jauh dari seblumnya gua emngg pengn kabur bjirr😩,sejujurnya seblm ad trend ini emang jauh dari seblumnya gua emngg pengn kabur bjirr,sejujurnya seblm ad trend ini emang jauh dari seblumnya gua emngg pengn kabur bjirr,sejujurnya seblm ad trend ini emang jauh dari seblumnya gua emngg pengn kabur bjirr,sejujurnya seblm ad trend ini emang jauh dari seblumnya gua emngg pengn kabur bjirr,"['sejujurnya', 'seblm', 'ad', 'trend', 'ini', 'emang', 'jauh', 'dari', 'seblumnya', 'gua', 'emngg', 'pengn', 'kabur', 'bjirr']","['jujur', 'seblm', 'ad', 'trend', 'ini', 'emang', 'jauh', 'dari', 'seblumnya', 'gua', 'emngg', 'pengn', 'kabur', 'bjirr']","['jujur', 'seblm', 'ad', 'trend', 'ini', 'emang', 'jauh', 'dari', 'seblumnya', 'gua', 'emngg', 'pengn', 'kabur', 'bjirr']",-9,0
"Thursday, 13 February 2025",beandedbag26,aku aja udah suruh anak ku sma dan smp persiapan ke luar negri. gpp nengokin anak 1 tahun sekali tapiii sebuan full,aku aja udah suruh anak ku sma dan smp persiapan ke luar negri gpp nengokin anak 1 tahun sekali tapiii sebuan full,aku aja udah suruh anak ku sma dan smp persiapan ke luar negri gpp nengokin anak 1 tahun sekali tapiii sebuan full,aku saja udah suruh anak ku sma dan smp persiapan ke luar negri gpp nengokin anak 1 tahun sekali tapiii sebuan full,aku saja udah suruh anak ku sma smp persiapan luar negri gpp nengokin anak 1 tahun sekali tapiii sebuan full,"['aku', 'saja', 'udah', 'suruh', 'anak', 'ku', 'sma', 'smp', 'persiapan', 'luar', 'negri', 'gpp', 'nengokin', 'anak', '1', 'tahun', 'sekali', 'tapiii', 'sebuan', 'full']","['aku', 'saja', 'udah', 'suruh', 'anak', 'ku', 'sma', 'smp', 'siap', 'luar', 'negri', 'gpp', 'nengokin', 'anak', '1', 'tahun', 'sekali', 'tapiii', 'sebu', 'full']","['aku', 'saja', 'udah', 'suruh', 'anak', 'ku', 'sma', 'smp', 'siap', 'luar', 'negri', 'gpp', 'nengokin', 'anak', '1', 'tahun', 'sekali', 'tapiii', 'sebu', 'full']",-10,0
"Thursday, 13 February 2025",ioora6,"memang pajak dan biaya hidup diluar itu lebih mahal, tapi dri pengalaman temen"" sy setidaknya mereka bisa hidup layak dan syarat kerjanya juga masuk akal, asal jangan sakit aja",memang pajak dan biaya hidup diluar itu lebih mahal tapi dri pengalaman temen sy setidaknya mereka bisa hidup layak dan syarat kerjanya juga masuk akal asal jangan sakit aja,memang pajak dan biaya hidup diluar itu lebih mahal tapi dri pengalaman temen sy setidaknya mereka bisa hidup layak dan syarat kerjanya juga masuk akal asal jangan sakit aja,memang pajak dan biaya hidup diluar itu lebih mahal tapi dri pengalaman temen saya setidaknya mereka bisa hidup layak dan syarat kerjanya juga masuk akal asal jangan sakit saja,memang pajak biaya hidup diluar itu lebih mahal tapi dri pengalaman temen saya setidaknya mereka bisa hidup layak syarat kerjanya juga masuk akal asal jangan sakit saja,"['memang', 'pajak', 'biaya', 'hidup', 'diluar', 'itu', 'lebih', 'mahal', 'tapi', 'dri', 'pengalaman', 'temen', 'saya', 'setidaknya', 'mereka', 'bisa', 'hidup', 'layak', 'syarat', 'kerjanya', 'juga', 'masuk', 'akal', 'asal', 'jangan', 'sakit', 'saja']","['memang', 'pajak', 'biaya', 'hidup', 'luar', 'itu', 'lebih', 'mahal', 'tapi', 'dri', 'alam', 'temen', 'saya', 'tidak', 'mereka', 'bisa', 'hidup', 'layak', 'syarat', 'kerja', 'juga', 'masuk', 'akal', 'asal', 'jangan', 'sakit', 'saja']","['memang', 'pajak', 'biaya', 'hidup', 'luar', 'itu', 'lebih', 'mahal', 'tapi', 'dri', 'alam', 'temen', 'saya', 'tidak', 'mereka', 'bisa', 'hidup', 'layak', 'syarat', 'kerja', 'juga', 'masuk', 'akal', 'asal', 'jangan', 'sakit', 'saja']",-26,0
"Friday, 14 February 2025",drsaribanjar,"Cinta tanah air sebagian drpd iman. Saya tetap cinta Indonesia, dan akan mendidik anak2 saya menjadi bagian generasi terbaik di negeri ini.",Cinta tanah air sebagian drpd iman Saya tetap cinta Indonesia dan akan mendidik anak2 saya menjadi bagian generasi terbaik di negeri ini,cinta tanah air sebagian drpd iman saya tetap cinta indonesia dan akan mendidik anak2 saya menjadi bagian generasi terbaik di negeri ini,cinta tanah air sebagian drpd iman saya tetap cinta indonesia dan akan mendidik anak2 saya menjadi bagian generasi terbaik di negeri ini,cinta tanah air sebagian drpd iman saya tetap cinta indonesia akan mendidik anak2 saya menjadi bagian generasi terbaik negeri ini,"['cinta', 'tanah', 'air', 'sebagian', 'drpd', 'iman', 'saya', 'tetap', 'cinta', 'indonesia', 'akan', 'mendidik', 'anak2', 'saya', 'menjadi', 'bagian', 'generasi', 'terbaik', 'negeri', 'ini']","['cinta', 'tanah', 'air', 'bagi', 'drpd', 'iman', 'saya', 'tetap', 'cinta', 'indonesia', 'akan', 'didik', 'anak2', 'saya', 'jadi', 'bagi', 'generasi', 'baik', 'negeri', 'ini']","['cinta', 'tanah', 'air', 'bagi', 'drpd', 'iman', 'saya', 'tetap', 'cinta', 'indonesia', 'akan', 'didik', 'anak2', 'saya', 'jadi', 'bagi', 'generasi', 'baik', 'negeri', 'ini']",-6,0
"Thursday, 13 February 2025",husnarahmawatiretno93,"realistis aja sih, gaji UMR dg harga bahan pokok yg melambung gk sesuai utk nutup kebutuhan sehari2",realistis aja sih gaji UMR dg harga bahan pokok yg melambung gk sesuai utk nutup kebutuhan sehari2,realistis aja sih gaji umr dg harga bahan pokok yg melambung gk sesuai utk nutup kebutuhan sehari2,realistis saja sih gaji umr dengan harga bahan pokok yang melambung tidak sesuai untuk nutup kebutuhan sehari2,realistis saja sih gaji umr harga bahan pokok melambung tidak sesuai nutup kebutuhan sehari2,"['realistis', 'saja', 'sih', 'gaji', 'umr', 'harga', 'bahan', 'pokok', 'melambung', 'tidak', 'sesuai', 'nutup', 'kebutuhan', 'sehari2']","['realistis', 'saja', 'sih', 'gaji', 'umr', 'harga', 'bahan', 'pokok', 'lambung', 'tidak', 'sesuai', 'nutup', 'butuh', 'sehari2']","['realistis', 'saja', 'sih', 'gaji', 'umr', 'harga', 'bahan', 'pokok', 'lambung', 'tidak', 'sesuai', 'nutup', 'butuh', 'sehari2']",-4,0
"Thursday, 13 February 2025",user2601930090807,"bagus, anda hebat, selamatkan masa deoan kalian dan keturunan kalian",bagus anda hebat selamatkan masa deoan kalian dan keturunan kalian,bagus anda hebat selamatkan masa deoan kalian dan keturunan kalian,bagus anda hebat selamatkan masa deoan kalian dan keturunan kalian,bagus anda hebat selamatkan masa deoan kalian keturunan kalian,"['bagus', 'anda', 'hebat', 'selamatkan', 'masa', 'deoan', 'kalian', 'keturunan', 'kalian']","['bagus', 'anda', 'hebat', 'selamat', 'masa', 'deoan', 'kalian', 'turun', 'kalian']","['bagus', 'anda', 'hebat', 'selamat', 'masa', 'deoan', 'kalian', 'turun', 'kalian']",0,1
